Region,RE or Non-RE,Group Technology,Year,Sum of Electricity Installed Capacity (MW)
Europe,Total Non-Renewable,Fossil fuels,2018.0,635254.753
Europe,Total Non-Renewable,Fossil fuels,2019.0,617978.643
Europe,Total Non-Renewable,Fossil fuels,2020.0,609699.0959999999
Europe,Total Non-Renewable,Fossil fuels,2021.0,602806.6259999998
Europe,Total Non-Renewable,Fossil fuels,2022.0,600033.141
Europe,Total Non-Renewable,Fossil fuels,2023.0,598679.333
Europe,Total Non-Renewable,Fossil fuels,2024.0,565719.133
Europe,Total Non-Renewable,Pumped storage,2000.0,25784.95
Europe,Total Non-Renewable,Pumped storage,2001.0,25920.95
Europe,Total Non-Renewable,Pumped storage,2002.0,26008.95
Europe,Total Non-Renewable,Pumped storage,2003.0,25671.95
Europe,Total Non-Renewable,Pumped storage,2004.0,26181.95
Europe,Total Non-Renewable,Pumped storage,2005.0,26947.95
Europe,Total Non-Renewable,Pumped storage,2006.0,26915.95
Europe,Total Non-Renewable,Pumped storage,2007.0,27140.95
Europe,Total Non-Renewable,Pumped storage,2008.0,27132.95
Europe,Total Non-Renewable,Pumped storage,2009.0,27980.45
Europe,Total Non-Renewable,Pumped storage,2010.0,28213.45
Europe,Total Non-Renewable,Pumped storage,2011.0,28204.11
Europe,Total Non-Renewable,Pumped storage,2012.0,28043.11
Europe,Total Non-Renewable,Pumped storage,2013.0,28946.06
Europe,Total Non-Renewable,Pumped storage,2014.0,29415.06
Europe,Total Non-Renewable,Pumped storage,2015.0,29596.06
Europe,Total Non-Renewable,Pumped storage,2016.0,29896.100000000002
Europe,Total Non-Renewable,Pumped storage,2017.0,29679.980000000003
Europe,Total Non-Renewable,Pumped storage,2018.0,29576.480000000003
Europe,Total Non-Renewable,Pumped storage,2019.0,29576.480000000003
Europe,Total Non-Renewable,Pumped storage,2020.0,29581.440000000002
Europe,Total Non-Renewable,Pumped storage,2021.0,29905.440000000002
Europe,Total Non-Renewable,Pumped storage,2022.0,29892.06
Europe,Total Non-Renewable,Pumped storage,2023.0,29925.61
Europe,Total Non-Renewable,Pumped storage,2024.0,30135.61
Oceania,Total Renewable,Wind energy,2000.0,73.00500000000001
Oceania,Total Renewable,Wind energy,2001.0,116.545
Oceania,Total Renewable,Wind energy,2002.0,165.745
Oceania,Total Renewable,Wind energy,2003.0,273.40500000000003
Oceania,Total Renewable,Wind energy,2004.0,567.91
Oceania,Total Renewable,Wind energy,2005.0,930.91
Oceania,Total Renewable,Wind energy,2006.0,1016.41
Oceania,Total Renewable,Wind energy,2007.0,1611.7329999999997
Oceania,Total Renewable,Wind energy,2008.0,1808.9279999999999
Oceania,Total Renewable,Wind energy,2009.0,2266.878
Oceania,Total Renewable,Wind energy,2010.0,2454.7580000000003
Oceania,Total Renewable,Wind energy,2011.0,2801.0430000000006
Oceania,Total Renewable,Wind energy,2012.0,3235.0430000000006
Oceania,Total Renewable,Wind energy,2013.0,3895.0540000000005
Oceania,Total Renewable,Wind energy,2014.0,4531.154
Oceania,Total Renewable,Wind energy,2015.0,5059.165
Oceania,Total Renewable,Wind energy,2016.0,5425.44
Oceania,Total Renewable,Wind energy,2017.0,6149.165
Oceania,Total Renewable,Wind energy,2018.0,7152.090999999999
Oceania,Total Renewable,Wind energy,2019.0,8625.480999999998
Oceania,Total Renewable,Wind energy,2020.0,10951.480999999998
Oceania,Total Renewable,Wind energy,2021.0,11522.480999999998
Oceania,Total Renewable,Wind energy,2022.0,13034.610999999999
Oceania,Total Renewable,Wind energy,2023.0,14041.610999999999
Oceania,Total Renewable,Wind energy,2024.0,16625.611
Oceania,Total Renewable,Solar energy,2000.0,26.210000000000004
Oceania,Total Renewable,Solar energy,2001.0,30.697000000000003
Oceania,Total Renewable,Solar energy,2002.0,35.88400000000001
Oceania,Total Renewable,Solar energy,2003.0,41.45399999999999
Oceania,Total Renewable,Solar energy,2004.0,48.79599999999999
Oceania,Total Renewable,Solar energy,2005.0,55.22199999999999
Oceania,Total Renewable,Solar energy,2006.0,64.65499999999999
Oceania,Total Renewable,Solar energy,2007.0,79.828
Oceania,Total Renewable,Solar energy,2008.0,92.61200000000002
Oceania,Total Renewable,Solar energy,2009.0,340.504
Oceania,Total Renewable,Solar energy,2010.0,1102.0539999999996
Oceania,Total Renewable,Solar energy,2011.0,1442.1290000000001
Oceania,Total Renewable,Solar energy,2012.0,2542.7690000000002
Oceania,Total Renewable,Solar energy,2013.0,3356.8419999999996
Oceania,Total Renewable,Solar energy,2014.0,4208.728
Oceania,Total Renewable,Solar energy,2015.0,5173.935
Oceania,Total Renewable,Solar energy,2016.0,6062.419
Oceania,Total Renewable,Solar energy,2017.0,7470.025000000002
Oceania,Total Renewable,Solar energy,2018.0,11423.593000000004
Oceania,Total Renewable,Solar energy,2019.0,15824.962000000005
Oceania,Total Renewable,Solar energy,2020.0,20201.339999999993
Oceania,Total Renewable,Solar energy,2021.0,24929.134999999987
Oceania,Total Renewable,Solar energy,2022.0,29603.105000000003
Oceania,Total Renewable,Solar energy,2023.0,34126.24499999999
Oceania,Total Renewable,Solar energy,2024.0,39547.51599999998
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2000.0,12391.007
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2001.0,12460.207
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2002.0,12565.262
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2003.0,12563.442000000001
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2004.0,12645.267
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2005.0,13252.262999999999
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2006.0,13255.075
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2007.0,13263.075
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2008.0,13294.075
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2009.0,13250.675000000001
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2010.0,13254.462000000001
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2011.0,13329.492000000002
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2012.0,13396.897
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2013.0,13405.606
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2014.0,13405.656
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2015.0,13423.656
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2016.0,13422.309
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2017.0,13427.918999999998
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2018.0,13680.278999999997
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2019.0,13692.652999999998
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2020.0,13695.732999999998
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2021.0,13695.732999999998
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2022.0,13938.858999999999
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2023.0,14732.219
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2024.0,15083.798999999997
Oceania,Total Renewable,Bioenergy,2000.0,547.454
Oceania,Total Renewable,Bioenergy,2001.0,700.4939999999999
Oceania,Total Renewable,Bioenergy,2002.0,740.7939999999999
Oceania,Total Renewable,Bioenergy,2003.0,792.7939999999999
Oceania,Total Renewable,Bioenergy,2004.0,862.5999999999999
Oceania,Total Renewable,Bioenergy,2005.0,936.5999999999999
Oceania,Total Renewable,Bioenergy,2006.0,1013.8999999999999
Oceania,Total Renewable,Bioenergy,2007.0,1030.8999999999999
Oceania,Total Renewable,Bioenergy,2008.0,986.9399999999998
Oceania,Total Renewable,Bioenergy,2009.0,1021.0149999999999
Oceania,Total Renewable,Bioenergy,2010.0,1026.021
Oceania,Total Renewable,Bioenergy,2011.0,1031.7269999999999
Oceania,Total Renewable,Bioenergy,2012.0,1034.639
Oceania,Total Renewable,Bioenergy,2013.0,1026.551
Oceania,Total Renewable,Bioenergy,2014.0,1037.807
Oceania,Total Renewable,Bioenergy,2015.0,1043.767
Oceania,Total Renewable,Bioenergy,2016.0,1078.767
Oceania,Total Renewable,Bioenergy,2017.0,1094.767
Oceania,Total Renewable,Bioenergy,2018.0,1094.767
Oceania,Total Renewable,Bioenergy,2019.0,1094.77
Oceania,Total Renewable,Bioenergy,2020.0,1096.52
Oceania,Total Renewable,Bioenergy,2021.0,1104.2209999999998
Oceania,Total Renewable,Bioenergy,2022.0,1104.223
Oceania,Total Renewable,Bioenergy,2023.0,1108.017
Oceania,Total Renewable,Bioenergy,2024.0,1193.0869999999998
Oceania,Total Renewable,Marine energy,,11.057999999999998
Oceania,Total Renewable,Geothermal energy,,19993.300000000003
Oceania,Total Non-Renewable,Other non-renewable energy,,428.0
Oceania,Total Non-Renewable,Fossil fuels,2000.0,40898.873000000014
Oceania,Total Non-Renewable,Fossil fuels,2001.0,41510.303000000014
Oceania,Total Non-Renewable,Fossil fuels,2002.0,44021.93300000001
Oceania,Total Non-Renewable,Fossil fuels,2003.0,45157.22300000002
Oceania,Total Non-Renewable,Fossil fuels,2004.0,45359.88200000002
Oceania,Total Non-Renewable,Fossil fuels,2005.0,44515.37400000002
Oceania,Total Non-Renewable,Fossil fuels,2006.0,44887.15700000003
Oceania,Total Non-Renewable,Fossil fuels,2007.0,47681.50200000002
Oceania,Total Non-Renewable,Fossil fuels,2008.0,48247.090000000026
Oceania,Total Non-Renewable,Fossil fuels,2009.0,50589.13000000001
Oceania,Total Non-Renewable,Fossil fuels,2010.0,53582.407000000014
Oceania,Total Non-Renewable,Fossil fuels,2011.0,54386.43700000001
Oceania,Total Non-Renewable,Fossil fuels,2012.0,54589.34000000002
Oceania,Total Non-Renewable,Fossil fuels,2013.0,54249.53200000002
Oceania,Total Non-Renewable,Fossil fuels,2014.0,55069.42500000001
Oceania,Total Non-Renewable,Fossil fuels,2015.0,60014.24500000001
Oceania,Total Non-Renewable,Fossil fuels,2016.0,57768.14000000002
Oceania,Total Non-Renewable,Fossil fuels,2017.0,55072.81200000002
Oceania,Total Non-Renewable,Fossil fuels,2018.0,55560.76300000003
Oceania,Total Non-Renewable,Fossil fuels,2019.0,55369.74700000002
Oceania,Total Non-Renewable,Fossil fuels,2020.0,56805.595000000016
Oceania,Total Non-Renewable,Fossil fuels,2021.0,57255.803000000014
Oceania,Total Non-Renewable,Fossil fuels,2022.0,57476.17300000002
Oceania,Total Non-Renewable,Fossil fuels,2023.0,55707.24800000001
Oceania,Total Non-Renewable,Fossil fuels,2024.0,57141.734000000004
Oceania,Total Non-Renewable,Pumped storage,2000.0,1490.0
Oceania,Total Non-Renewable,Pumped storage,2001.0,1490.0
Oceania,Total Non-Renewable,Pumped storage,2002.0,1490.0
Oceania,Total Non-Renewable,Pumped storage,2003.0,1490.0
Oceania,Total Non-Renewable,Pumped storage,2004.0,1416.0
Oceania,Total Non-Renewable,Pumped storage,2005.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2006.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2007.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2008.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2009.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2010.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2011.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2012.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2013.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2014.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2015.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2016.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2017.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2018.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2019.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2020.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2021.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2022.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2023.0,810.0
Oceania,Total Non-Renewable,Pumped storage,2024.0,810.0
